index,image_path,class_id,pos_neg,bbox_path,mask_path
111,.\train\images\ThingMagicM6e_jpg.rf.afaab2b9813c14a739ace6588f9d8141.jpg,[ 1  4  5  7  9 10 11 12 13 17 18 19 20],1,.\train\labels\ThingMagicM6e_jpg.rf.0c242b29516d7ec23239e121e7ac267b.txt,
112,.\train\images\ThingMagicM6e_png_jpg.rf.3c0184bfde2dbf9ab71e57bb1cedfc7c.jpg,[ 1  4  5  7  9 10 11 12 13 17 18 19 20],1,.\train\labels\ThingMagicM6e_png_jpg.rf.3c0184bfde2dbf9ab71e57bb1cedfc7c.txt,
113,.\train\images\ThingMagicM6e_png_jpg.rf.46b5c36ad327dfcecb4bb42e4cb25a14.jpg,[ 1  4  5  7  9 10 11 12 13 17 18 19 20],1,.\train\labels\ThingMagicM6e_png_jpg.rf.3c0184bfde2dbf9ab71e57bb1cedfc7c.txt,
114,.\train\images\ThingMagicM6e_png_jpg.rf.9853a1b53084db03cc92d2c1e896406e.jpg,[ 1  4  5  7  9 10 11 12 13 17 18 19 20],1,.\train\labels\ThingMagicM6e_png_jpg.rf.3c0184bfde2dbf9ab71e57bb1cedfc7c.txt,
115,.\train\images\ThingMagicM6e_png_jpg.rf.d3e72882631f604950b15ee41ffa9d32.jpg,[ 1  4  5  7  9 10 11 12 13 17 18 19 20],1,.\train\labels\ThingMagicM6e_png_jpg.rf.3c0184bfde2dbf9ab71e57bb1cedfc7c.txt,
116,.\train\images\Virtex5_jpg.rf.4827b0b88adf4c7a45c6b75a6fefefe1.jpg,[ 1  3  4  9 10 11 14 17],1,.\train\labels\Virtex5_jpg.rf.4827b0b88adf4c7a45c6b75a6fefefe1.txt,
117,.\train\images\Virtex5_jpg.rf.7eea82c11c7a982f061f5b6392485c52.jpg,[ 1  3  4  9 10 11 14 17],1,.\train\labels\Virtex5_jpg.rf.4827b0b88adf4c7a45c6b75a6fefefe1.txt,
118,.\train\images\Virtex5_jpg.rf.bbae052da4d3741d3983394ec762a583.jpg,[ 1  3  4  9 10 11 14 17],1,.\train\labels\Virtex5_jpg.rf.4827b0b88adf4c7a45c6b75a6fefefe1.txt,
119,.\train\images\Virtex5_jpg.rf.d4c2ac2600653a0bd6df87e8b5e0e117.jpg,[ 1  3  4  9 10 11 14 17],1,.\train\labels\Virtex5_jpg.rf.4827b0b88adf4c7a45c6b75a6fefefe1.txt,
120,.\train\images\Virtex6_jpg.rf.1bbd5b595f033b78ceeb6e751864f0d5.jpg,[ 1  3  4  5  7  8  9 11 12 13 16 17 18 20],1,.\train\labels\Virtex6_jpg.rf.1bbd5b595f033b78ceeb6e751864f0d5.txt,
121,.\train\images\Virtex6_jpg.rf.69bea73daef4a09525c36bafe040495a.jpg,[ 1  3  4  5  7  8  9 11 12 13 16 17 18 20],1,.\train\labels\Virtex6_jpg.rf.1bbd5b595f033b78ceeb6e751864f0d5.txt,
122,.\train\images\Virtex6_jpg.rf.78d9ec3b24329e3fd2eb57b0e7e6a354.jpg,[ 1  3  4  5  7  8  9 11 12 13 16 17 18 20],1,.\train\labels\Virtex6_jpg.rf.1bbd5b595f033b78ceeb6e751864f0d5.txt,
123,.\train\images\Virtex6_jpg.rf.f3b5647c744e4cb2128d6097b9a8b54e.jpg,[ 1  3  4  5  7  8  9 11 12 13 16 17 18 20],1,.\train\labels\Virtex6_jpg.rf.1bbd5b595f033b78ceeb6e751864f0d5.txt,
124,.\train\images\XCM-307A_Bottom_jpg.rf.4c4783e2791898daf2f7b25a13d85062.jpg,[ 1  4  9 10 13 14 17 20 21],1,.\train\labels\XCM-307A_Bottom_jpg.rf.4c4783e2791898daf2f7b25a13d85062.txt,
125,.\train\images\XCM-307A_Bottom_jpg.rf.8576399c429b3904b44c7c6637a13805.jpg,[ 1  4  9 10 13 14 17 20 21],1,.\train\labels\XCM-307A_Bottom_jpg.rf.4c4783e2791898daf2f7b25a13d85062.txt,
126,.\train\images\XCM-307A_Bottom_jpg.rf.8b434ecee2b1ba7eba92c71bf6c0f82b.jpg,[ 1  4  9 10 13 14 17 20 21],1,.\train\labels\XCM-307A_Bottom_jpg.rf.4c4783e2791898daf2f7b25a13d85062.txt,
127,.\train\images\XCM-307A_Bottom_jpg.rf.f1d5f9ccb24e5c9813951c6c9b1ad704.jpg,[ 1  4  9 10 13 14 17 20 21],1,.\train\labels\XCM-307A_Bottom_jpg.rf.4c4783e2791898daf2f7b25a13d85062.txt,
128,.\train\images\XLVDSproSupply_Bottom1_jpg.rf.2af941153d6c36837eccbc9f9422cb3b.jpg,[ 2  4 13 14 16],1,.\train\labels\XLVDSproSupply_Bottom1_jpg.rf.2af941153d6c36837eccbc9f9422cb3b.txt,
129,.\train\images\XLVDSproSupply_Bottom1_jpg.rf.95aeaa676cfb16b7a19b62eb9d098d4f.jpg,[ 2  4 13 14 16],1,.\train\labels\XLVDSproSupply_Bottom1_jpg.rf.2af941153d6c36837eccbc9f9422cb3b.txt,
130,.\train\images\XLVDSproSupply_Bottom1_jpg.rf.995d3a796384639e2aa21c6ae05e2e66.jpg,[ 2  4 13 14 16],1,.\train\labels\XLVDSproSupply_Bottom1_jpg.rf.2af941153d6c36837eccbc9f9422cb3b.txt,
131,.\train\images\XLVDSproSupply_Bottom1_jpg.rf.d4e582062062e02cfa2b06840bdfb136.jpg,[ 2  4 13 14 16],1,.\train\labels\XLVDSproSupply_Bottom1_jpg.rf.2af941153d6c36837eccbc9f9422cb3b.txt,
132,.\train\images\XLVDSproSupply_Bottom2_jpg.rf.17c6717cd53a80ac8ebd76effbb4cb5b.jpg,[ 4 14 16],1,.\train\labels\XLVDSproSupply_Bottom2_jpg.rf.17c6717cd53a80ac8ebd76effbb4cb5b.txt,
133,.\train\images\XLVDSproSupply_Bottom2_jpg.rf.530a57acfa30b16810dfc65ebcb45be7.jpg,[ 4 14 16],1,.\train\labels\XLVDSproSupply_Bottom2_jpg.rf.17c6717cd53a80ac8ebd76effbb4cb5b.txt,
134,.\train\images\XLVDSproSupply_Bottom2_jpg.rf.9bc6c95e1aff83bc5eab71a916eadfc9.jpg,[ 4 14 16],1,.\train\labels\XLVDSproSupply_Bottom2_jpg.rf.17c6717cd53a80ac8ebd76effbb4cb5b.txt,
135,.\train\images\XLVDSproSupply_Bottom2_jpg.rf.a05ebd257e2dd0b4101e8eb22937c58a.jpg,[ 4 14 16],1,.\train\labels\XLVDSproSupply_Bottom2_jpg.rf.17c6717cd53a80ac8ebd76effbb4cb5b.txt,
136,.\train\images\XLVDSproSupply_Top1_jpg.rf.0010ed64ef6daf8adecc16ba1f86d883.jpg,[ 1  3  4  5  6  7  9 10 11 12 13 14 16 17 18 19 20],1,.\train\labels\XLVDSproSupply_Top1_jpg.rf.0010ed64ef6daf8adecc16ba1f86d883.txt,
137,.\train\images\XLVDSproSupply_Top1_jpg.rf.3aa0f61f7b62aa60df19fbb142359bdd.jpg,[ 1  3  4  5  6  7  9 10 11 12 13 14 16 17 18 19 20],1,.\train\labels\XLVDSproSupply_Top1_jpg.rf.0010ed64ef6daf8adecc16ba1f86d883.txt,
138,.\train\images\XLVDSproSupply_Top1_jpg.rf.6b26584e43d6a915d1fdb49711db49e2.jpg,[ 1  3  4  5  6  7  9 10 11 12 13 14 16 17 18 19 20],1,.\train\labels\XLVDSproSupply_Top1_jpg.rf.0010ed64ef6daf8adecc16ba1f86d883.txt,
139,.\train\images\XLVDSproSupply_Top1_jpg.rf.783dcd54aca102d36a7f7c65c3f494b3.jpg,[ 1  3  4  5  6  7  9 10 11 12 13 14 16 17 18 19 20],1,.\train\labels\XLVDSproSupply_Top1_jpg.rf.0010ed64ef6daf8adecc16ba1f86d883.txt,
140,.\train\images\ZTurn_jpg.rf.3ca8f21c7b556f6d74cc3b0682f19180.jpg,[ 1  3  4  5  7  8  9 10 11 12 13 17 18],1,.\train\labels\ZTurn_jpg.rf.3ca8f21c7b556f6d74cc3b0682f19180.txt,
141,.\train\images\ZTurn_jpg.rf.5715d5aef58b95c1715d2fdf2611bee6.jpg,[ 1  3  4  5  7  8  9 10 11 12 13 17 18],1,.\train\labels\ZTurn_jpg.rf.3ca8f21c7b556f6d74cc3b0682f19180.txt,
142,.\train\images\ZTurn_jpg.rf.8774c03cf71b3286192ee61eecb4d666.jpg,[ 1  3  4  5  7  8  9 10 11 12 13 17 18],1,.\train\labels\ZTurn_jpg.rf.3ca8f21c7b556f6d74cc3b0682f19180.txt,
143,.\train\images\ZTurn_jpg.rf.fc7dd84a5b220d9c66a349e984df81f6.jpg,[ 1  3  4  5  7  8  9 10 11 12 13 17 18],1,.\train\labels\ZTurn_jpg.rf.3ca8f21c7b556f6d74cc3b0682f19180.txt,
144,.\train\images\Ztex_jpg.rf.0d0fa7a5b681d3061214868e100756d3.jpg,[ 1  3  4  9 12 17],1,.\train\labels\Ztex_jpg.rf.0d0fa7a5b681d3061214868e100756d3.txt,
145,.\train\images\Ztex_jpg.rf.2f6532958dce4674d77dcfa44e3f77b9.jpg,[ 1  3  4  9 12 17],1,.\train\labels\Ztex_jpg.rf.0d0fa7a5b681d3061214868e100756d3.txt,
146,.\train\images\Ztex_jpg.rf.4028e7d0815a75d0ce7883826bdb8f44.jpg,[ 1  3  4  9 12 17],1,.\train\labels\Ztex_jpg.rf.0d0fa7a5b681d3061214868e100756d3.txt,
147,.\train\images\Ztex_jpg.rf.468373546811424a878e11273f03c294.jpg,[ 1  3  4  9 12 17],1,.\train\labels\Ztex_jpg.rf.0d0fa7a5b681d3061214868e100756d3.txt,
148,.\train\images\pcb100rec1_jpg.rf.3c40b17297bb7e945bec4940c9c45281.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb100rec1_jpg.rf.3c40b17297bb7e945bec4940c9c45281.txt,
149,.\train\images\pcb100rec1_jpg.rf.8344af1f52a1b8aa0b7bb1b7d7bf3231.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb100rec1_jpg.rf.3c40b17297bb7e945bec4940c9c45281.txt,
150,.\train\images\pcb100rec1_jpg.rf.94e6dc3467516f77122d6b10439a98d6.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb100rec1_jpg.rf.3c40b17297bb7e945bec4940c9c45281.txt,
151,.\train\images\pcb100rec1_jpg.rf.d3aeabd2ea8ad2a912ebf62c53d1c926.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb100rec1_jpg.rf.3c40b17297bb7e945bec4940c9c45281.txt,
152,.\train\images\pcb101rec1_jpg.rf.71932816e1dc47af6f531382fa0e6639.jpg,[ 2 16],1,.\train\labels\pcb101rec1_jpg.rf.71932816e1dc47af6f531382fa0e6639.txt,
153,.\train\images\pcb101rec1_jpg.rf.a7297d545e081d830c3594c85df77d49.jpg,[ 2 16],1,.\train\labels\pcb101rec1_jpg.rf.71932816e1dc47af6f531382fa0e6639.txt,
154,.\train\images\pcb101rec1_jpg.rf.ac5cbba18309045ebbefee2cb580c875.jpg,[ 2 16],1,.\train\labels\pcb101rec1_jpg.rf.71932816e1dc47af6f531382fa0e6639.txt,
155,.\train\images\pcb101rec1_jpg.rf.f20b815613100c68851f5e8d22489fe3.jpg,[ 2 16],1,.\train\labels\pcb101rec1_jpg.rf.71932816e1dc47af6f531382fa0e6639.txt,
156,.\train\images\pcb103rec1_jpg.rf.07518de9183214fb04e5d1368dc9ff21.jpg,[ 1  4  9 15],1,.\train\labels\pcb103rec1_jpg.rf.07518de9183214fb04e5d1368dc9ff21.txt,
157,.\train\images\pcb103rec1_jpg.rf.3700037123c80c86e66cc35b226bd286.jpg,[ 1  4  9 15],1,.\train\labels\pcb103rec1_jpg.rf.07518de9183214fb04e5d1368dc9ff21.txt,
158,.\train\images\pcb103rec1_jpg.rf.92b10842e75208efeaf9c96ee90d0a23.jpg,[ 1  4  9 15],1,.\train\labels\pcb103rec1_jpg.rf.07518de9183214fb04e5d1368dc9ff21.txt,
159,.\train\images\pcb103rec1_jpg.rf.dde129a9cecc6cd51808e63df7959c63.jpg,[ 1  4  9 15],1,.\train\labels\pcb103rec1_jpg.rf.07518de9183214fb04e5d1368dc9ff21.txt,
160,.\train\images\pcb104rec1_jpg.rf.0b4d1f42a57aa8e2626e53cd03f3bf3f.jpg,[ 1  9 15 17 22],1,.\train\labels\pcb104rec1_jpg.rf.0b4d1f42a57aa8e2626e53cd03f3bf3f.txt,
161,.\train\images\pcb104rec1_jpg.rf.7a97d917b0bf769801017dcbaf891678.jpg,[ 1  9 15 17 22],1,.\train\labels\pcb104rec1_jpg.rf.0b4d1f42a57aa8e2626e53cd03f3bf3f.txt,
162,.\train\images\pcb104rec1_jpg.rf.8f462fd75a5c5ec3a7c214e0b4ca39ed.jpg,[ 1  9 15 17 22],1,.\train\labels\pcb104rec1_jpg.rf.0b4d1f42a57aa8e2626e53cd03f3bf3f.txt,
163,.\train\images\pcb104rec1_jpg.rf.ad6b1dac502117291330ff46cd8d52cb.jpg,[ 1  9 15 17 22],1,.\train\labels\pcb104rec1_jpg.rf.0b4d1f42a57aa8e2626e53cd03f3bf3f.txt,
164,.\train\images\pcb105rec1_jpg.rf.2fe7dd3b67d577f08dd03b2e9262a4ee.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb105rec1_jpg.rf.2fe7dd3b67d577f08dd03b2e9262a4ee.txt,
165,.\train\images\pcb105rec1_jpg.rf.3855282553e3b03bdbc121f07e03a622.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb105rec1_jpg.rf.2fe7dd3b67d577f08dd03b2e9262a4ee.txt,
166,.\train\images\pcb105rec1_jpg.rf.507ab24728feda00f3848bd20d557cb9.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb105rec1_jpg.rf.2fe7dd3b67d577f08dd03b2e9262a4ee.txt,
167,.\train\images\pcb105rec1_jpg.rf.6aa8b2453b5bb4f7fbdf41b0a457baaf.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb105rec1_jpg.rf.2fe7dd3b67d577f08dd03b2e9262a4ee.txt,
168,.\train\images\pcb106rec1_jpg.rf.7753b9bb40349ef71734c07b08940658.jpg,[ 2  9 16 20],1,.\train\labels\pcb106rec1_jpg.rf.7753b9bb40349ef71734c07b08940658.txt,
169,.\train\images\pcb106rec1_jpg.rf.bce8956d907ae7b7d47a1875d13368f2.jpg,[ 2  9 16 20],1,.\train\labels\pcb106rec1_jpg.rf.7753b9bb40349ef71734c07b08940658.txt,
170,.\train\images\pcb106rec1_jpg.rf.c12539d0c36c286474d85cfd9f2fe625.jpg,[ 2  9 16 20],1,.\train\labels\pcb106rec1_jpg.rf.7753b9bb40349ef71734c07b08940658.txt,
171,.\train\images\pcb106rec1_jpg.rf.cce2b20c2c62f788cbb6c3ca6ff2eeae.jpg,[ 2  9 16 20],1,.\train\labels\pcb106rec1_jpg.rf.7753b9bb40349ef71734c07b08940658.txt,
172,.\train\images\pcb108rec1_jpg.rf.46c43712968938dac856ab05f0f01a1c.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb108rec1_jpg.rf.46c43712968938dac856ab05f0f01a1c.txt,
173,.\train\images\pcb108rec1_jpg.rf.7531980eefc8203ab5ca7e8f4447e5d6.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb108rec1_jpg.rf.46c43712968938dac856ab05f0f01a1c.txt,
174,.\train\images\pcb108rec1_jpg.rf.bf5cd584662667f5d5fea2d5f4cb8d4a.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb108rec1_jpg.rf.46c43712968938dac856ab05f0f01a1c.txt,
175,.\train\images\pcb108rec1_jpg.rf.c05d2b25135b84edc65019a9e2e2de13.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb108rec1_jpg.rf.46c43712968938dac856ab05f0f01a1c.txt,
176,.\train\images\pcb109rec1_jpg.rf.067226fa9c4be03b711d76de17c4f1a0.jpg,[ 2  9 16],1,.\train\labels\pcb109rec1_jpg.rf.067226fa9c4be03b711d76de17c4f1a0.txt,
177,.\train\images\pcb109rec1_jpg.rf.322ddbd3b7d995124e43e874495933c8.jpg,[ 2  9 16],1,.\train\labels\pcb109rec1_jpg.rf.067226fa9c4be03b711d76de17c4f1a0.txt,
178,.\train\images\pcb109rec1_jpg.rf.8ebc2eb72e0d57f0f3aea0a3f9fe7244.jpg,[ 2  9 16],1,.\train\labels\pcb109rec1_jpg.rf.067226fa9c4be03b711d76de17c4f1a0.txt,
179,.\train\images\pcb109rec1_jpg.rf.d058867219d8676277c859fe343aa9e5.jpg,[ 2  9 16],1,.\train\labels\pcb109rec1_jpg.rf.067226fa9c4be03b711d76de17c4f1a0.txt,
180,.\train\images\pcb10rec1_jpg.rf.45abbf5531bedd9fd3f0736c45124506.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb10rec1_jpg.rf.45abbf5531bedd9fd3f0736c45124506.txt,
181,.\train\images\pcb10rec1_jpg.rf.69cb9bbed56f2ee235469011965b8520.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb10rec1_jpg.rf.45abbf5531bedd9fd3f0736c45124506.txt,
182,.\train\images\pcb10rec1_jpg.rf.6bd00b9bd76078504880edfa8a66b695.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb10rec1_jpg.rf.45abbf5531bedd9fd3f0736c45124506.txt,
183,.\train\images\pcb10rec1_jpg.rf.ce74b9be2e9cf47fddafa3e69e8f2815.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb10rec1_jpg.rf.45abbf5531bedd9fd3f0736c45124506.txt,
184,.\train\images\pcb110rec1_jpg.rf.2a96bae7e1deeadb379673c4c9784ff0.jpg,[ 2  9 16 20],1,.\train\labels\pcb110rec1_jpg.rf.2a96bae7e1deeadb379673c4c9784ff0.txt,
185,.\train\images\pcb110rec1_jpg.rf.5695feb7cd93195c15b78640ab5b9f27.jpg,[ 2  9 16 20],1,.\train\labels\pcb110rec1_jpg.rf.2a96bae7e1deeadb379673c4c9784ff0.txt,
186,.\train\images\pcb110rec1_jpg.rf.b63ad5f2a8b79f29d267b6ca6bd33d78.jpg,[ 2  9 16 20],1,.\train\labels\pcb110rec1_jpg.rf.2a96bae7e1deeadb379673c4c9784ff0.txt,
187,.\train\images\pcb110rec1_jpg.rf.ce1e0dd1c34ef1e85e0e2e39d6a23206.jpg,[ 2  9 16 20],1,.\train\labels\pcb110rec1_jpg.rf.2a96bae7e1deeadb379673c4c9784ff0.txt,
188,.\train\images\pcb113rec1_jpg.rf.2979ef73d9fe1212b4f2e9a1206f933a.jpg,[ 2 16],1,.\train\labels\pcb113rec1_jpg.rf.2979ef73d9fe1212b4f2e9a1206f933a.txt,
189,.\train\images\pcb113rec1_jpg.rf.7c4d21d3c6f72558bc5113d4d9fce531.jpg,[ 2 16],1,.\train\labels\pcb113rec1_jpg.rf.2979ef73d9fe1212b4f2e9a1206f933a.txt,
190,.\train\images\pcb113rec1_jpg.rf.b0d82f2b1e19c49c0d196adb51351760.jpg,[ 2 16],1,.\train\labels\pcb113rec1_jpg.rf.2979ef73d9fe1212b4f2e9a1206f933a.txt,
191,.\train\images\pcb113rec1_jpg.rf.d6f2fc73172510366dbc8ccb99746bf9.jpg,[ 2 16],1,.\train\labels\pcb113rec1_jpg.rf.2979ef73d9fe1212b4f2e9a1206f933a.txt,
192,.\train\images\pcb116rec1_jpg.rf.3c1c9dd34b504371d464b84cc7b19561.jpg,[ 2  9 16],1,.\train\labels\pcb116rec1_jpg.rf.3c1c9dd34b504371d464b84cc7b19561.txt,
193,.\train\images\pcb116rec1_jpg.rf.b5b9a8c2c74c611a645335e19f3f31f5.jpg,[ 2  9 16],1,.\train\labels\pcb116rec1_jpg.rf.3c1c9dd34b504371d464b84cc7b19561.txt,
194,.\train\images\pcb116rec1_jpg.rf.e09a126497e3eefe3e7ffbdad14b055f.jpg,[ 2  9 16],1,.\train\labels\pcb116rec1_jpg.rf.3c1c9dd34b504371d464b84cc7b19561.txt,
195,.\train\images\pcb116rec1_jpg.rf.e1998aafa0e431c140708e96dfd05228.jpg,[ 2  9 16],1,.\train\labels\pcb116rec1_jpg.rf.3c1c9dd34b504371d464b84cc7b19561.txt,
196,.\train\images\pcb118rec1_jpg.rf.5c94d1dbea577a424beac177787626e9.jpg,[ 2  9 16 20],1,.\train\labels\pcb118rec1_jpg.rf.5c94d1dbea577a424beac177787626e9.txt,
197,.\train\images\pcb118rec1_jpg.rf.80f25bd096ef5576f40f6d94743ae68d.jpg,[ 2  9 16 20],1,.\train\labels\pcb118rec1_jpg.rf.5c94d1dbea577a424beac177787626e9.txt,
198,.\train\images\pcb118rec1_jpg.rf.e46baef827be64817bd01fe4a8e3bcd2.jpg,[ 2  9 16 20],1,.\train\labels\pcb118rec1_jpg.rf.5c94d1dbea577a424beac177787626e9.txt,
199,.\train\images\pcb118rec1_jpg.rf.febb63b8f52a7d1fe7d9cc7ec14e0e65.jpg,[ 2  9 16 20],1,.\train\labels\pcb118rec1_jpg.rf.5c94d1dbea577a424beac177787626e9.txt,
200,.\train\images\pcb120rec1_jpg.rf.0475e24bd78ca71eeb7bf28f2479c5bc.jpg,[ 2  4  9 16 22],1,.\train\labels\pcb120rec1_jpg.rf.0475e24bd78ca71eeb7bf28f2479c5bc.txt,
201,.\train\images\pcb120rec1_jpg.rf.34257a9e6b721f9c56f743058a8ec876.jpg,[ 2  4  9 16 22],1,.\train\labels\pcb120rec1_jpg.rf.0475e24bd78ca71eeb7bf28f2479c5bc.txt,
202,.\train\images\pcb120rec1_jpg.rf.39dac82037dad1a013de23090f3d362d.jpg,[ 2  4  9 16 22],1,.\train\labels\pcb120rec1_jpg.rf.0475e24bd78ca71eeb7bf28f2479c5bc.txt,
203,.\train\images\pcb120rec1_jpg.rf.62a73665cffaa3d066186ac7f9f79297.jpg,[ 2  4  9 16 22],1,.\train\labels\pcb120rec1_jpg.rf.0475e24bd78ca71eeb7bf28f2479c5bc.txt,
204,.\train\images\pcb126rec1_jpg.rf.0db724a5824b18ad167bd8e51ba19948.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb126rec1_jpg.rf.0db724a5824b18ad167bd8e51ba19948.txt,
205,.\train\images\pcb126rec1_jpg.rf.2492ff5b30d2de672c8319adfc196f1f.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb126rec1_jpg.rf.0db724a5824b18ad167bd8e51ba19948.txt,
206,.\train\images\pcb126rec1_jpg.rf.c434d9839e4abaf5362bebfb1643f124.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb126rec1_jpg.rf.0db724a5824b18ad167bd8e51ba19948.txt,
207,.\train\images\pcb126rec1_jpg.rf.ee88a17cee95abd1877967e5dc2a7fa8.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb126rec1_jpg.rf.0db724a5824b18ad167bd8e51ba19948.txt,
208,.\train\images\pcb128rec1_jpg.rf.177dad3d8ac938a80b6db9408b2c0e4f.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb128rec1_jpg.rf.177dad3d8ac938a80b6db9408b2c0e4f.txt,
209,.\train\images\pcb128rec1_jpg.rf.5ae6ef00d8683b464f2226c038d2f485.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb128rec1_jpg.rf.177dad3d8ac938a80b6db9408b2c0e4f.txt,
210,.\train\images\pcb128rec1_jpg.rf.9a23b473d12fbbc4c11d51048b729c07.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb128rec1_jpg.rf.177dad3d8ac938a80b6db9408b2c0e4f.txt,
211,.\train\images\pcb128rec1_jpg.rf.cff91b54e8832f5e06e5a789bdce95e0.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb128rec1_jpg.rf.177dad3d8ac938a80b6db9408b2c0e4f.txt,
212,.\train\images\pcb129rec1_jpg.rf.25b21aeb4eb9c5a23013de5d8d6d9be7.jpg,[ 1  4  9 15],1,.\train\labels\pcb129rec1_jpg.rf.25b21aeb4eb9c5a23013de5d8d6d9be7.txt,
213,.\train\images\pcb129rec1_jpg.rf.3f8a66bf5c39726e4f047705b490acba.jpg,[ 1  4  9 15],1,.\train\labels\pcb129rec1_jpg.rf.25b21aeb4eb9c5a23013de5d8d6d9be7.txt,
214,.\train\images\pcb129rec1_jpg.rf.6e8304518300030a8923decb00188700.jpg,[ 1  4  9 15],1,.\train\labels\pcb129rec1_jpg.rf.25b21aeb4eb9c5a23013de5d8d6d9be7.txt,
215,.\train\images\pcb129rec1_jpg.rf.c5806008bd96b500cb95e6bcde300cf1.jpg,[ 1  4  9 15],1,.\train\labels\pcb129rec1_jpg.rf.25b21aeb4eb9c5a23013de5d8d6d9be7.txt,
216,.\train\images\pcb130rec1_jpg.rf.25424905841e4a0bcdeddf1123bbe4a2.jpg,[ 1  9 15 20],1,.\train\labels\pcb130rec1_jpg.rf.25424905841e4a0bcdeddf1123bbe4a2.txt,
217,.\train\images\pcb130rec1_jpg.rf.2bf9c7e7a7ff76beef2e6bd5d0bf7c4c.jpg,[ 1  9 15 20],1,.\train\labels\pcb130rec1_jpg.rf.25424905841e4a0bcdeddf1123bbe4a2.txt,
218,.\train\images\pcb130rec1_jpg.rf.332dbb2208187afea0a9116fc30629e8.jpg,[ 1  9 15 20],1,.\train\labels\pcb130rec1_jpg.rf.25424905841e4a0bcdeddf1123bbe4a2.txt,
219,.\train\images\pcb130rec1_jpg.rf.66cefc6a2233f78271884f4750d61b3c.jpg,[ 1  9 15 20],1,.\train\labels\pcb130rec1_jpg.rf.25424905841e4a0bcdeddf1123bbe4a2.txt,
220,.\train\images\pcb131rec1_jpg.rf.5f2e8d198330070e0c314cd4099a00ed.jpg,[ 2  4  9 16],1,.\train\labels\pcb131rec1_jpg.rf.5f2e8d198330070e0c314cd4099a00ed.txt,
221,.\train\images\pcb131rec1_jpg.rf.9c02fb0205290c8592010a7e55e18662.jpg,[ 2  4  9 16],1,.\train\labels\pcb131rec1_jpg.rf.5f2e8d198330070e0c314cd4099a00ed.txt,
222,.\train\images\pcb131rec1_jpg.rf.e4585eb159218e77d2b39b70f1060cf1.jpg,[ 2  4  9 16],1,.\train\labels\pcb131rec1_jpg.rf.5f2e8d198330070e0c314cd4099a00ed.txt,
223,.\train\images\pcb131rec1_jpg.rf.f385f40c56f7cb59f933e4de467a8070.jpg,[ 2  4  9 16],1,.\train\labels\pcb131rec1_jpg.rf.5f2e8d198330070e0c314cd4099a00ed.txt,
224,.\train\images\pcb132rec1_jpg.rf.341e73762a2841fab2db6012a977e6c3.jpg,[ 1 15],1,.\train\labels\pcb132rec1_jpg.rf.341e73762a2841fab2db6012a977e6c3.txt,
225,.\train\images\pcb132rec1_jpg.rf.6a69d7f4a3dc349b22ba33125b473d37.jpg,[ 1 15],1,.\train\labels\pcb132rec1_jpg.rf.341e73762a2841fab2db6012a977e6c3.txt,
226,.\train\images\pcb132rec1_jpg.rf.b7b1b317afd0b94ba4f7ebe6b8247f38.jpg,[ 1 15],1,.\train\labels\pcb132rec1_jpg.rf.341e73762a2841fab2db6012a977e6c3.txt,
227,.\train\images\pcb132rec1_jpg.rf.efa752f466a8ac6a5da411e0050caac9.jpg,[ 1 15],1,.\train\labels\pcb132rec1_jpg.rf.341e73762a2841fab2db6012a977e6c3.txt,
228,.\train\images\pcb133rec1_jpg.rf.2a2d996c2aade47ee31240546f9fdf9e.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb133rec1_jpg.rf.2a2d996c2aade47ee31240546f9fdf9e.txt,
229,.\train\images\pcb133rec1_jpg.rf.40c71dfb2a9eda0e285d19e89fab946a.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb133rec1_jpg.rf.2a2d996c2aade47ee31240546f9fdf9e.txt,
230,.\train\images\pcb133rec1_jpg.rf.a39e63d26c6874fa041b4d0a31ecd673.jpg,[ 2  4  9 16 20],1,.\train\labels\pcb133rec1_jpg.rf.2a2d996c2aade47ee31240546f9fdf9e.txt,
